Sublibrary,Gene_symbol,Entrez_ID
Membrane Proteins,,93107
Membrane Proteins,,221035
Membrane Proteins,,66000
Membrane Proteins,,56654
Membrane Proteins,,146664
Membrane Proteins,,114571
Membrane Proteins,,9813
Membrane Proteins,,126755
Membrane Proteins,,125476
Membrane Proteins,,24141
Membrane Proteins,,84920
Membrane Proteins,,132884
Membrane Proteins,,728229
Membrane Proteins,,283417
Membrane Proteins,,9378
Membrane Proteins,,341880
Membrane Proteins,,140873
Membrane Proteins,,2707
Membrane Proteins,,10223
Membrane Proteins,,83999
Membrane Proteins,,221935
Membrane Proteins,,54714
Membrane Proteins,,54842
Membrane Proteins,,222865
Membrane Proteins,,389203
Membrane Proteins,,84570
Membrane Proteins,,26285
Membrane Proteins,,342125
Membrane Proteins,,84561
Membrane Proteins,,366
Membrane Proteins,,10231
Membrane Proteins,,345274
Membrane Proteins,,388646
Membrane Proteins,,58490
Membrane Proteins,,646962
Membrane Proteins,,169200
Membrane Proteins,,57827
Membrane Proteins,,375318
Membrane Proteins,,57719
Membrane Proteins,,128218
Membrane Proteins,,3750
Membrane Proteins,,81831
Membrane Proteins,,241
Membrane Proteins,,25789
Membrane Proteins,,10990
Membrane Proteins,,3744
Membrane Proteins,,440087
Membrane Proteins,,89832
Membrane Proteins,,400746
Membrane Proteins,,123591
Membrane Proteins,,139411
Membrane Proteins,,2907
Membrane Proteins,,133022
Membrane Proteins,,255043
Membrane Proteins,,26167
Membrane Proteins,,222223
Membrane Proteins,,51566
Membrane Proteins,,1828
Membrane Proteins,,64221
Membrane Proteins,,55296
Membrane Proteins,,201895
Membrane Proteins,,145389
Membrane Proteins,,29919
Membrane Proteins,,654429
Membrane Proteins,,503497
Membrane Proteins,,403313
Membrane Proteins,,340024
Membrane Proteins,,399947
Membrane Proteins,,100134444
Membrane Proteins,,5099
Membrane Proteins,,26011
Membrane Proteins,,144448
Membrane Proteins,,54947
Membrane Proteins,,125875
Membrane Proteins,,343702
Membrane Proteins,,3386
Membrane Proteins,,727910
Membrane Proteins,,170482
Membrane Proteins,,81614
Membrane Proteins,,54868
Membrane Proteins,,55266
Membrane Proteins,,54716
Membrane Proteins,,153201
Membrane Proteins,,790955
Membrane Proteins,,120425
Membrane Proteins,,144453
Membrane Proteins,,50515
Membrane Proteins,,7499
Membrane Proteins,,8633
Membrane Proteins,,55246
Membrane Proteins,,10859
Membrane Proteins,,4059
Membrane Proteins,,340393
Membrane Proteins,,94107
Membrane Proteins,,401152
Membrane Proteins,,91147
Membrane Proteins,,23359
Membrane Proteins,,29985
Membrane Proteins,,9390
Membrane Proteins,,55668
Membrane Proteins,,93377
Membrane Proteins,,284546
Membrane Proteins,,202309
Membrane Proteins,,388611
Membrane Proteins,,79689
Membrane Proteins,,10666
Membrane Proteins,,56131
Membrane Proteins,,26579
Membrane Proteins,,10225
Membrane Proteins,,4680
Membrane Proteins,,340146
Membrane Proteins,,100507421
Membrane Proteins,,162515
Membrane Proteins,,51227
Membrane Proteins,,23143
Membrane Proteins,,23554
Membrane Proteins,,219931
Membrane Proteins,,927
Membrane Proteins,,220032
Membrane Proteins,,55314
Membrane Proteins,,150159
Membrane Proteins,,947
Membrane Proteins,,9308
Membrane Proteins,,4063
Membrane Proteins,,83692
Membrane Proteins,,8671
Membrane Proteins,,79153
Membrane Proteins,,84818
Membrane Proteins,,132014
Membrane Proteins,,10581
Membrane Proteins,,79591
Membrane Proteins,,54065
Membrane Proteins,,375056
Membrane Proteins,,51161
Membrane Proteins,,388662
Membrane Proteins,,81618
Membrane Proteins,,164633
Membrane Proteins,,153129
Membrane Proteins,,115350
Membrane Proteins,,79041
Membrane Proteins,,83445
Membrane Proteins,,171389
Membrane Proteins,,7162
Membrane Proteins,,55209
Membrane Proteins,,56132
Membrane Proteins,,57650
Membrane Proteins,,54207
Membrane Proteins,,926
Membrane Proteins,,149111
Membrane Proteins,,55591
Membrane Proteins,,23555
Membrane Proteins,,79415
Membrane Proteins,,80775
Membrane Proteins,,64405
Membrane Proteins,,56967
Membrane Proteins,,113452
Membrane Proteins,,1180
Membrane Proteins,,961
Membrane Proteins,,10599
Membrane Proteins,,152573
Membrane Proteins,,55092
Membrane Proteins,,196500
Membrane Proteins,,161198
Membrane Proteins,,9132
Membrane Proteins,,389072
Membrane Proteins,,160728
Membrane Proteins,,81619
Membrane Proteins,,474170
Membrane Proteins,,729993
Membrane Proteins,,55640
Membrane Proteins,,221061
Membrane Proteins,,50852
Membrane Proteins,,6580
Membrane Proteins,,120935
Membrane Proteins,,256435
Membrane Proteins,,9848
Membrane Proteins,,84283
Membrane Proteins,,79852
Membrane Proteins,,64240
Membrane Proteins,,221938
Membrane Proteins,,80232
Membrane Proteins,,6523
Membrane Proteins,,965
Membrane Proteins,,5819
Membrane Proteins,,160365
Membrane Proteins,,84641
Membrane Proteins,,2814
Membrane Proteins,,84925
Membrane Proteins,,80856
Membrane Proteins,,405754
Membrane Proteins,,255057
Membrane Proteins,,388633
Membrane Proteins,,9567
Membrane Proteins,,3672
Membrane Proteins,,22864
Membrane Proteins,,89858
Membrane Proteins,,3111
Membrane Proteins,,80381
Membrane Proteins,,80727
Membrane Proteins,,57488
Membrane Proteins,,6568
Membrane Proteins,,23495
Membrane Proteins,,146722
Membrane Proteins,,374887
Membrane Proteins,,81035
Membrane Proteins,,79789
Membrane Proteins,,116369
Membrane Proteins,,266675
Membrane Proteins,,84314
Membrane Proteins,,53346
Membrane Proteins,,8642
Membrane Proteins,,257044
Membrane Proteins,,92359
Membrane Proteins,,149345
Membrane Proteins,,28232
Membrane Proteins,,613212
Membrane Proteins,,126321
Membrane Proteins,,257062
Membrane Proteins,,57088
Membrane Proteins,,57863
Membrane Proteins,,728215
Membrane Proteins,,25912
Membrane Proteins,,57186
Membrane Proteins,,340596
Membrane Proteins,,283652
Membrane Proteins,,2812
Membrane Proteins,,54956
Membrane Proteins,,285203
Membrane Proteins,,23601
Membrane Proteins,,84190
Membrane Proteins,,57571
Membrane Proteins,,100505993
Membrane Proteins,,57722
Membrane Proteins,,3748
Membrane Proteins,,91179
Membrane Proteins,,375057
Membrane Proteins,,3696
Membrane Proteins,,348980
Membrane Proteins,,388730
Membrane Proteins,,102723532
Membrane Proteins,,1084
Membrane Proteins,,79847
Membrane Proteins,,41
Membrane Proteins,,100131439
Membrane Proteins,,161742
Membrane Proteins,,374395
Membrane Proteins,,114805
Membrane Proteins,,90196
Membrane Proteins,,54928
Membrane Proteins,,146223
Membrane Proteins,,23306
Membrane Proteins,,1188
Membrane Proteins,,204962
Membrane Proteins,,53841
Membrane Proteins,,79137
Membrane Proteins,,147798
Membrane Proteins,,643853
Membrane Proteins,,956
Membrane Proteins,,57216
Membrane Proteins,,79056
Membrane Proteins,,54805
Membrane Proteins,,51267
Membrane Proteins,,79583
Membrane Proteins,,361
Membrane Proteins,,57537
Membrane Proteins,,286234
Membrane Proteins,,8490
Membrane Proteins,,57369
Membrane Proteins,,26032
Membrane Proteins,,79057
Membrane Proteins,,22914
Membrane Proteins,,6582
Membrane Proteins,,10089
Membrane Proteins,,932
Membrane Proteins,,221322
Membrane Proteins,,55751
Membrane Proteins,,1185
Membrane Proteins,,3925
Membrane Proteins,,55540
Membrane Proteins,,60482
Membrane Proteins,,51338
Membrane Proteins,,25834
Membrane Proteins,,50939
Membrane Proteins,,9697
Membrane Proteins,,160518
Membrane Proteins,,9311
Membrane Proteins,,7225
Membrane Proteins,,362
Membrane Proteins,,221468
Membrane Proteins,,3384
Membrane Proteins,,50801
Membrane Proteins,,3761
Membrane Proteins,,55002
Membrane Proteins,,84553
Membrane Proteins,,90313
Membrane Proteins,,57864
Membrane Proteins,,145748
Membrane Proteins,,1366
Membrane Proteins,,25798
Membrane Proteins,,6528
Membrane Proteins,,170371
Membrane Proteins,,9056
Membrane Proteins,,64420
Membrane Proteins,,253832
Membrane Proteins,,222643
Membrane Proteins,,2528
Membrane Proteins,,54621
Membrane Proteins,,117247
Membrane Proteins,,80195
Membrane Proteins,,81839
Membrane Proteins,,6677
Membrane Proteins,,26526
Membrane Proteins,,79871
Membrane Proteins,,159963
Membrane Proteins,,374383
Membrane Proteins,,55061
Membrane Proteins,,11025
Membrane Proteins,,57633
Membrane Proteins,,6539
Membrane Proteins,,1008
Membrane Proteins,,344905
Membrane Proteins,,347734
Membrane Proteins,,79570
Membrane Proteins,,81853
Membrane Proteins,,154907
Membrane Proteins,,84278
Membrane Proteins,,286676
Membrane Proteins,,94030
Membrane Proteins,,64881
Membrane Proteins,,219770
Membrane Proteins,,400451
Membrane Proteins,,10079
Membrane Proteins,,9057
Membrane Proteins,,28982
Membrane Proteins,,375033
Membrane Proteins,,10345
Membrane Proteins,,347730
Membrane Proteins,,150771
Membrane Proteins,,137970
Membrane Proteins,,50508
Membrane Proteins,,83552
Membrane Proteins,,441168
Membrane Proteins,,80346
Membrane Proteins,,196792
Membrane Proteins,,133060
Membrane Proteins,,79412
Membrane Proteins,,54538
Membrane Proteins,,56890
Membrane Proteins,,79908
Membrane Proteins,,256987
Membrane Proteins,,441151
Membrane Proteins,,10343
Membrane Proteins,,145773
Membrane Proteins,,54847
Membrane Proteins,,169714
Membrane Proteins,,57113
Membrane Proteins,,127534
Membrane Proteins,,4238
Membrane Proteins,,114786
Membrane Proteins,,59285
Kinases/Phosphatases/Drug Targets,,64064
Kinases/Phosphatases/Drug Targets,,6567
Kinases/Phosphatases/Drug Targets,,92335
Kinases/Phosphatases/Drug Targets,,2268
Kinases/Phosphatases/Drug Targets,,5499
Kinases/Phosphatases/Drug Targets,,2048
Kinases/Phosphatases/Drug Targets,,293
Kinases/Phosphatases/Drug Targets,,5506
Kinases/Phosphatases/Drug Targets,,11112
Kinases/Phosphatases/Drug Targets,,27094
Kinases/Phosphatases/Drug Targets,,3141
Kinases/Phosphatases/Drug Targets,,4214
Kinases/Phosphatases/Drug Targets,,9446
Kinases/Phosphatases/Drug Targets,,138474
Kinases/Phosphatases/Drug Targets,,5475
Kinases/Phosphatases/Drug Targets,,1717
Kinases/Phosphatases/Drug Targets,,1244
Kinases/Phosphatases/Drug Targets,,23139
Kinases/Phosphatases/Drug Targets,,1528
Kinases/Phosphatases/Drug Targets,,10000
Kinases/Phosphatases/Drug Targets,,5585
Kinases/Phosphatases/Drug Targets,,119391
Kinases/Phosphatases/Drug Targets,,3249
Kinases/Phosphatases/Drug Targets,,801
Kinases/Phosphatases/Drug Targets,,124923
Kinases/Phosphatases/Drug Targets,,353238
Kinases/Phosphatases/Drug Targets,,219
Kinases/Phosphatases/Drug Targets,,5603
Kinases/Phosphatases/Drug Targets,,11156
Kinases/Phosphatases/Drug Targets,,5563
Kinases/Phosphatases/Drug Targets,,1263
Kinases/Phosphatases/Drug Targets,,92292
Kinases/Phosphatases/Drug Targets,,1029
Kinases/Phosphatases/Drug Targets,,51311
Kinases/Phosphatases/Drug Targets,,9415
Kinases/Phosphatases/Drug Targets,,158067
Kinases/Phosphatases/Drug Targets,,55239
Kinases/Phosphatases/Drug Targets,,10841
Kinases/Phosphatases/Drug Targets,,138639
Kinases/Phosphatases/Drug Targets,,2559
Kinases/Phosphatases/Drug Targets,,83884
Kinases/Phosphatases/Drug Targets,,282974
Kinases/Phosphatases/Drug Targets,,5168
Kinases/Phosphatases/Drug Targets,,10242
Kinases/Phosphatases/Drug Targets,,27345
Kinases/Phosphatases/Drug Targets,,784
Kinases/Phosphatases/Drug Targets,,2241
Kinases/Phosphatases/Drug Targets,,8767
Kinases/Phosphatases/Drug Targets,,3735
Kinases/Phosphatases/Drug Targets,,53632
Kinases/Phosphatases/Drug Targets,,5598
Kinases/Phosphatases/Drug Targets,,11280
Kinases/Phosphatases/Drug Targets,,2342
Kinases/Phosphatases/Drug Targets,,2206
Kinases/Phosphatases/Drug Targets,,8702
Kinases/Phosphatases/Drug Targets,,1137
Kinases/Phosphatases/Drug Targets,,208
Kinases/Phosphatases/Drug Targets,,1432
Kinases/Phosphatases/Drug Targets,,548596
Kinases/Phosphatases/Drug Targets,,11183
Kinases/Phosphatases/Drug Targets,,7444
Kinases/Phosphatases/Drug Targets,,360203
Kinases/Phosphatases/Drug Targets,,2568
Kinases/Phosphatases/Drug Targets,,55681
Kinases/Phosphatases/Drug Targets,,11212
Kinases/Phosphatases/Drug Targets,,1138
Kinases/Phosphatases/Drug Targets,,51207
Kinases/Phosphatases/Drug Targets,,64146
Kinases/Phosphatases/Drug Targets,,23049
Kinases/Phosphatases/Drug Targets,,100528064
Kinases/Phosphatases/Drug Targets,,6339
Kinases/Phosphatases/Drug Targets,,6843
Kinases/Phosphatases/Drug Targets,,3767
Kinases/Phosphatases/Drug Targets,,3035
Kinases/Phosphatases/Drug Targets,,5660
Kinases/Phosphatases/Drug Targets,,3359
Kinases/Phosphatases/Drug Targets,,526
Kinases/Phosphatases/Drug Targets,,151525
Kinases/Phosphatases/Drug Targets,,165631
Kinases/Phosphatases/Drug Targets,,3039
Kinases/Phosphatases/Drug Targets,,9262
Kinases/Phosphatases/Drug Targets,,9942
Kinases/Phosphatases/Drug Targets,,5289
Kinases/Phosphatases/Drug Targets,,5150
Kinases/Phosphatases/Drug Targets,,26469
Kinases/Phosphatases/Drug Targets,,1143
Kinases/Phosphatases/Drug Targets,,23549
Kinases/Phosphatases/Drug Targets,,6833
Kinases/Phosphatases/Drug Targets,,23564
Kinases/Phosphatases/Drug Targets,,795
Kinases/Phosphatases/Drug Targets,,673
Kinases/Phosphatases/Drug Targets,,5105
Kinases/Phosphatases/Drug Targets,,8019
Kinases/Phosphatases/Drug Targets,,2677
Kinases/Phosphatases/Drug Targets,,1559
Kinases/Phosphatases/Drug Targets,,7371
Kinases/Phosphatases/Drug Targets,,4751
Kinases/Phosphatases/Drug Targets,,25778
Kinases/Phosphatases/Drug Targets,,128
Kinases/Phosphatases/Drug Targets,,6792
Kinases/Phosphatases/Drug Targets,,80824
Kinases/Phosphatases/Drug Targets,,6532
Kinases/Phosphatases/Drug Targets,,140609
Kinases/Phosphatases/Drug Targets,,23476
Kinases/Phosphatases/Drug Targets,,133686
Kinases/Phosphatases/Drug Targets,,79109
Kinases/Phosphatases/Drug Targets,,2906
Kinases/Phosphatases/Drug Targets,,2936
Kinases/Phosphatases/Drug Targets,,23387
Kinases/Phosphatases/Drug Targets,,112399
Kinases/Phosphatases/Drug Targets,,221264
Kinases/Phosphatases/Drug Targets,,5584
Kinases/Phosphatases/Drug Targets,,622
Kinases/Phosphatases/Drug Targets,,5784
Kinases/Phosphatases/Drug Targets,,123688
Kinases/Phosphatases/Drug Targets,,1459
Kinases/Phosphatases/Drug Targets,,9647
Kinases/Phosphatases/Drug Targets,,984
Kinases/Phosphatases/Drug Targets,,10922
Kinases/Phosphatases/Drug Targets,,6872
Kinases/Phosphatases/Drug Targets,,6331
Kinases/Phosphatases/Drug Targets,,83733
Kinases/Phosphatases/Drug Targets,,4486
Kinases/Phosphatases/Drug Targets,,1962
Kinases/Phosphatases/Drug Targets,,3612
Kinases/Phosphatases/Drug Targets,,1142
Kinases/Phosphatases/Drug Targets,,5480
Kinases/Phosphatases/Drug Targets,,112724
Kinases/Phosphatases/Drug Targets,,57410
Kinases/Phosphatases/Drug Targets,,341676
Kinases/Phosphatases/Drug Targets,,11344
Kinases/Phosphatases/Drug Targets,,4914
Kinases/Phosphatases/Drug Targets,,95
Kinases/Phosphatases/Drug Targets,,3932
Kinases/Phosphatases/Drug Targets,,2978
Kinases/Phosphatases/Drug Targets,,5286
Kinases/Phosphatases/Drug Targets,,219970
Kinases/Phosphatases/Drug Targets,,2900
Kinases/Phosphatases/Drug Targets,,6675
Kinases/Phosphatases/Drug Targets,,54893
Kinases/Phosphatases/Drug Targets,,1515
Kinases/Phosphatases/Drug Targets,,7054
Kinases/Phosphatases/Drug Targets,,286187
Kinases/Phosphatases/Drug Targets,,23617
Kinases/Phosphatases/Drug Targets,,18
Kinases/Phosphatases/Drug Targets,,28227
Kinases/Phosphatases/Drug Targets,,5777
Kinases/Phosphatases/Drug Targets,,63908
Kinases/Phosphatases/Drug Targets,,9590
Kinases/Phosphatases/Drug Targets,,275
Kinases/Phosphatases/Drug Targets,,2747
Kinases/Phosphatases/Drug Targets,,8567
Kinases/Phosphatases/Drug Targets,,5594
Kinases/Phosphatases/Drug Targets,,26227
Kinases/Phosphatases/Drug Targets,,64781
Kinases/Phosphatases/Drug Targets,,8435
Kinases/Phosphatases/Drug Targets,,805
Kinases/Phosphatases/Drug Targets,,7166
Kinases/Phosphatases/Drug Targets,,8852
Kinases/Phosphatases/Drug Targets,,27040
Kinases/Phosphatases/Drug Targets,,819
Kinases/Phosphatases/Drug Targets,,6817
Kinases/Phosphatases/Drug Targets,,7284
Kinases/Phosphatases/Drug Targets,,3119
Kinases/Phosphatases/Drug Targets,,27347
Kinases/Phosphatases/Drug Targets,,2629
Kinases/Phosphatases/Drug Targets,,83694
Kinases/Phosphatases/Drug Targets,,3105
Kinases/Phosphatases/Drug Targets,,4669
Kinases/Phosphatases/Drug Targets,,5576
Kinases/Phosphatases/Drug Targets,,817
Kinases/Phosphatases/Drug Targets,,2580
Kinases/Phosphatases/Drug Targets,,64710
Kinases/Phosphatases/Drug Targets,,51447
Kinases/Phosphatases/Drug Targets,,2806
Kinases/Phosphatases/Drug Targets,,65018
Kinases/Phosphatases/Drug Targets,,5313
Kinases/Phosphatases/Drug Targets,,1859
Kinases/Phosphatases/Drug Targets,,51128
Kinases/Phosphatases/Drug Targets,,3674
Kinases/Phosphatases/Drug Targets,,4750
Kinases/Phosphatases/Drug Targets,,1196
Kinases/Phosphatases/Drug Targets,,9448
Kinases/Phosphatases/Drug Targets,,6992
Kinases/Phosphatases/Drug Targets,,6531
Kinases/Phosphatases/Drug Targets,,4905
Kinases/Phosphatases/Drug Targets,,487
Kinases/Phosphatases/Drug Targets,,683
Kinases/Phosphatases/Drug Targets,,1609
Kinases/Phosphatases/Drug Targets,,2643
Kinases/Phosphatases/Drug Targets,,79001
Kinases/Phosphatases/Drug Targets,,56922
Kinases/Phosphatases/Drug Targets,,2534
Kinases/Phosphatases/Drug Targets,,120892
Kinases/Phosphatases/Drug Targets,,22876
Kinases/Phosphatases/Drug Targets,,3123
Kinases/Phosphatases/Drug Targets,,1163
Kinases/Phosphatases/Drug Targets,,10654
Kinases/Phosphatases/Drug Targets,,54681
Kinases/Phosphatases/Drug Targets,,3782
Kinases/Phosphatases/Drug Targets,,23262
Kinases/Phosphatases/Drug Targets,,1140
Kinases/Phosphatases/Drug Targets,,788
Kinases/Phosphatases/Drug Targets,,3707
Kinases/Phosphatases/Drug Targets,,151742
Kinases/Phosphatases/Drug Targets,,57787
Kinases/Phosphatases/Drug Targets,,826
Kinases/Phosphatases/Drug Targets,,4179
Kinases/Phosphatases/Drug Targets,,23576
Kinases/Phosphatases/Drug Targets,,11253
Kinases/Phosphatases/Drug Targets,,55971
Kinases/Phosphatases/Drug Targets,,152110
Kinases/Phosphatases/Drug Targets,,6794
Kinases/Phosphatases/Drug Targets,,5315
Kinases/Phosphatases/Drug Targets,,9990
Kinases/Phosphatases/Drug Targets,,7407
Kinases/Phosphatases/Drug Targets,,587
Kinases/Phosphatases/Drug Targets,,831
Kinases/Phosphatases/Drug Targets,,475
Kinases/Phosphatases/Drug Targets,,2899
Kinases/Phosphatases/Drug Targets,,5129
Kinases/Phosphatases/Drug Targets,,202374
Kinases/Phosphatases/Drug Targets,,7278
Kinases/Phosphatases/Drug Targets,,5526
Kinases/Phosphatases/Drug Targets,,22908
Kinases/Phosphatases/Drug Targets,,2027
Kinases/Phosphatases/Drug Targets,,84919
Kinases/Phosphatases/Drug Targets,,6732
Kinases/Phosphatases/Drug Targets,,4759
Kinases/Phosphatases/Drug Targets,,84501
Kinases/Phosphatases/Drug Targets,,5789
Kinases/Phosphatases/Drug Targets,,249
Kinases/Phosphatases/Drug Targets,,23533
Kinases/Phosphatases/Drug Targets,,64175
Kinases/Phosphatases/Drug Targets,,140465
Kinases/Phosphatases/Drug Targets,,5162
Kinases/Phosphatases/Drug Targets,,6510
Kinases/Phosphatases/Drug Targets,,8844
Kinases/Phosphatases/Drug Targets,,5408
Kinases/Phosphatases/Drug Targets,,8972
Kinases/Phosphatases/Drug Targets,,127933
Kinases/Phosphatases/Drug Targets,,54961
Kinases/Phosphatases/Drug Targets,,3099
Kinases/Phosphatases/Drug Targets,,375
Kinases/Phosphatases/Drug Targets,,6529
Kinases/Phosphatases/Drug Targets,,93492
Kinases/Phosphatases/Drug Targets,,4296
Kinases/Phosphatases/Drug Targets,,493911
Kinases/Phosphatases/Drug Targets,,10217
Kinases/Phosphatases/Drug Targets,,28960
Kinases/Phosphatases/Drug Targets,,113451
Kinases/Phosphatases/Drug Targets,,156
Kinases/Phosphatases/Drug Targets,,11035
Kinases/Phosphatases/Drug Targets,,4967
Kinases/Phosphatases/Drug Targets,,3957
Kinases/Phosphatases/Drug Targets,,2937
Kinases/Phosphatases/Drug Targets,,7535
Kinases/Phosphatases/Drug Targets,,84926
Kinases/Phosphatases/Drug Targets,,6733
Kinases/Phosphatases/Drug Targets,,5518
Kinases/Phosphatases/Drug Targets,,9020
Kinases/Phosphatases/Drug Targets,,11200
Kinases/Phosphatases/Drug Targets,,1111
Kinases/Phosphatases/Drug Targets,,2339
Kinases/Phosphatases/Drug Targets,,5591
Kinases/Phosphatases/Drug Targets,,2811
Kinases/Phosphatases/Drug Targets,,5778
Kinases/Phosphatases/Drug Targets,,5226
Kinases/Phosphatases/Drug Targets,,8408
Kinases/Phosphatases/Drug Targets,,4707
Kinases/Phosphatases/Drug Targets,,55662
Kinases/Phosphatases/Drug Targets,,2898
Kinases/Phosphatases/Drug Targets,,1145
Kinases/Phosphatases/Drug Targets,,1848
Kinases/Phosphatases/Drug Targets,,8803
Kinases/Phosphatases/Drug Targets,,1160
Kinases/Phosphatases/Drug Targets,,10094
Kinases/Phosphatases/Drug Targets,,23569
Kinases/Phosphatases/Drug Targets,,3791
Kinases/Phosphatases/Drug Targets,,4836
Kinases/Phosphatases/Drug Targets,,8814
Kinases/Phosphatases/Drug Targets,,51550
Kinases/Phosphatases/Drug Targets,,2741
Kinases/Phosphatases/Drug Targets,,5575
Kinases/Phosphatases/Drug Targets,,4833
Kinases/Phosphatases/Drug Targets,,1017
Kinases/Phosphatases/Drug Targets,,55844
Kinases/Phosphatases/Drug Targets,,51181
Kinases/Phosphatases/Drug Targets,,495
Kinases/Phosphatases/Drug Targets,,10769
Kinases/Phosphatases/Drug Targets,,9194
Kinases/Phosphatases/Drug Targets,,5110
Kinases/Phosphatases/Drug Targets,,5198
Kinases/Phosphatases/Drug Targets,,2232
Kinases/Phosphatases/Drug Targets,,4056
Kinases/Phosphatases/Drug Targets,,64902
Kinases/Phosphatases/Drug Targets,,6330
Kinases/Phosphatases/Drug Targets,,10903
Kinases/Phosphatases/Drug Targets,,7465
Kinases/Phosphatases/Drug Targets,,10376
Kinases/Phosphatases/Drug Targets,,9900
Kinases/Phosphatases/Drug Targets,,5521
Kinases/Phosphatases/Drug Targets,,6616
Kinases/Phosphatases/Drug Targets,,10105
Kinases/Phosphatases/Drug Targets,,4704
Kinases/Phosphatases/Drug Targets,,11240
Kinases/Phosphatases/Drug Targets,,51592
Kinases/Phosphatases/Drug Targets,,51399
Kinases/Phosphatases/Drug Targets,,2185
Kinases/Phosphatases/Drug Targets,,57505
Kinases/Phosphatases/Drug Targets,,200576
Kinases/Phosphatases/Drug Targets,,9120
Kinases/Phosphatases/Drug Targets,,55034
Kinases/Phosphatases/Drug Targets,,56267
Kinases/Phosphatases/Drug Targets,,23031
Kinases/Phosphatases/Drug Targets,,90673
Kinases/Phosphatases/Drug Targets,,7453
Kinases/Phosphatases/Drug Targets,,1018
Kinases/Phosphatases/Drug Targets,,9356
Kinases/Phosphatases/Drug Targets,,51347
Kinases/Phosphatases/Drug Targets,,1723
Kinases/Phosphatases/Drug Targets,,2495
Kinases/Phosphatases/Drug Targets,,5165
Kinases/Phosphatases/Drug Targets,,1030
Kinases/Phosphatases/Drug Targets,,3242
Kinases/Phosphatases/Drug Targets,,5625
Kinases/Phosphatases/Drug Targets,,60385
Kinases/Phosphatases/Drug Targets,,8821
Kinases/Phosphatases/Drug Targets,,5261
Kinases/Phosphatases/Drug Targets,,8612
Kinases/Phosphatases/Drug Targets,,54986
Kinases/Phosphatases/Drug Targets,,8942
Kinases/Phosphatases/Drug Targets,,152789
Kinases/Phosphatases/Drug Targets,,167359
Kinases/Phosphatases/Drug Targets,,4725
Kinases/Phosphatases/Drug Targets,,5464
Kinases/Phosphatases/Drug Targets,,8780
Kinases/Phosphatases/Drug Targets,,27089
Kinases/Phosphatases/Drug Targets,,65266
Kinases/Phosphatases/Drug Targets,,10627
Kinases/Phosphatases/Drug Targets,,8499
Kinases/Phosphatases/Drug Targets,,81858
Kinases/Phosphatases/Drug Targets,,5581
Kinases/Phosphatases/Drug Targets,,658
Kinases/Phosphatases/Drug Targets,,85481
Kinases/Phosphatases/Drug Targets,,2992
Kinases/Phosphatases/Drug Targets,,2752
Kinases/Phosphatases/Drug Targets,,3098
Kinases/Phosphatases/Drug Targets,,6789
Kinases/Phosphatases/Drug Targets,,57118
Kinases/Phosphatases/Drug Targets,,10991
Kinases/Phosphatases/Drug Targets,,98
Kinases/Phosphatases/Drug Targets,,8192
Kinases/Phosphatases/Drug Targets,,3028
Kinases/Phosphatases/Drug Targets,,8986
Kinases/Phosphatases/Drug Targets,,26576
Kinases/Phosphatases/Drug Targets,,162514
Kinases/Phosphatases/Drug Targets,,139189
Kinases/Phosphatases/Drug Targets,,5216
Kinases/Phosphatases/Drug Targets,,9563
Kinases/Phosphatases/Drug Targets,,2203
Kinases/Phosphatases/Drug Targets,,2057
Kinases/Phosphatases/Drug Targets,,6561
Kinases/Phosphatases/Drug Targets,,27071
Kinases/Phosphatases/Drug Targets,,573
Kinases/Phosphatases/Drug Targets,,1738
Kinases/Phosphatases/Drug Targets,,154807
Kinases/Phosphatases/Drug Targets,,6514
Kinases/Phosphatases/Drug Targets,,6507
Kinases/Phosphatases/Drug Targets,,2081
Kinases/Phosphatases/Drug Targets,,285220
Kinases/Phosphatases/Drug Targets,,5501
Kinases/Phosphatases/Drug Targets,,11216
Kinases/Phosphatases/Drug Targets,,9451
Kinases/Phosphatases/Drug Targets,,5509
Kinases/Phosphatases/Drug Targets,,9108
Kinases/Phosphatases/Drug Targets,,7384
Kinases/Phosphatases/Drug Targets,,4048
Kinases/Phosphatases/Drug Targets,,816
Kinases/Phosphatases/Drug Targets,,131890
Kinases/Phosphatases/Drug Targets,,8517
Kinases/Phosphatases/Drug Targets,,5771
Kinases/Phosphatases/Drug Targets,,6329
Kinases/Phosphatases/Drug Targets,,79837
Kinases/Phosphatases/Drug Targets,,10558
Kinases/Phosphatases/Drug Targets,,10566
Kinases/Phosphatases/Drug Targets,,57818
Kinases/Phosphatases/Drug Targets,,3163
Kinases/Phosphatases/Drug Targets,,5805
Kinases/Phosphatases/Drug Targets,,9706
Kinases/Phosphatases/Drug Targets,,2582
Kinases/Phosphatases/Drug Targets,,3706
Kinases/Phosphatases/Drug Targets,,6323
Kinases/Phosphatases/Drug Targets,,23396
Kinases/Phosphatases/Drug Targets,,2042
Kinases/Phosphatases/Drug Targets,,115701
Kinases/Phosphatases/Drug Targets,,80150
Kinases/Phosphatases/Drug Targets,,5651
Kinases/Phosphatases/Drug Targets,,65220
Kinases/Phosphatases/Drug Targets,,116443
Kinases/Phosphatases/Drug Targets,,11072
Kinases/Phosphatases/Drug Targets,,3799
Kinases/Phosphatases/Drug Targets,,10595
Kinases/Phosphatases/Drug Targets,,10114
Kinases/Phosphatases/Drug Targets,,25989
