Sublibrary,Gene_symbol,Entrez_ID
Transcription factors,HIC1,
Transcription factors,HOXC13,
Transcription factors,OTX2,
Transcription factors,ZNF287,
Transcription factors,MSX1,
Transcription factors,ZNF326,
Transcription factors,CREB3L4,
Transcription factors,POU5F2,
Transcription factors,BCL6,
Transcription factors,BHLHE22,
Transcription factors,TBX22,
Transcription factors,OVOL2,
Transcription factors,TWIST1,
Transcription factors,ZNF57,
Transcription factors,EOMES,
Transcription factors,MSANTD4,
Transcription factors,ZNF17,
Transcription factors,ADNP,
Transcription factors,ZNF251,
Transcription factors,NR4A1,
Transcription factors,GCM1,
Transcription factors,ZZZ3,
Transcription factors,ZNF322,
Transcription factors,ZFPM1,
Transcription factors,ZNF579,
Transcription factors,GSC2,
Transcription factors,HLX,
Transcription factors,PRMT3,
Transcription factors,NFATC3,
Transcription factors,PRDM10,
Transcription factors,RFX6,
Transcription factors,ZNF135,
Transcription factors,ZNF266,
Transcription factors,ZNF599,
Transcription factors,ZNF544,
Transcription factors,GBX2,
Transcription factors,ZBTB8B,
Transcription factors,KLF10,
Transcription factors,BBX,
Transcription factors,ZNF788P,
Transcription factors,SPEN,
Transcription factors,ZNF138,
Transcription factors,NKX2-2,
Transcription factors,ONECUT2,
Transcription factors,ZNF260,
Transcription factors,ZNF891,
Transcription factors,ZNF224,
Transcription factors,SIX4,
Transcription factors,CCDC169-SOHLH2,
Transcription factors,ZNF280A,
Transcription factors,ZNF212,
Transcription factors,ZNF827,
Transcription factors,ZNF771,
Transcription factors,REL,
Transcription factors,ONECUT1,
Transcription factors,E2F2,
Transcription factors,USF1,
Transcription factors,ZNF829,
Transcription factors,MSC,
Transcription factors,ZNF860,
Transcription factors,THAP1,
Transcription factors,TTF1,
Transcription factors,SALL1,
Transcription factors,EEA1,
Transcription factors,SP140L,
Transcription factors,ZNF493,
Transcription factors,HOXD4,
Transcription factors,EPAS1,
Transcription factors,ZBTB34,
Transcription factors,ARID2,
Transcription factors,ZNF697,
Transcription factors,ZNF517,
Transcription factors,TP63,
Transcription factors,ZNF703,
Transcription factors,ZHX2,
Transcription factors,ZNF345,
Transcription factors,OTP,
Transcription factors,TCF24,
Transcription factors,THAP10,
Transcription factors,ARX,
Transcription factors,ZNF649,
Transcription factors,OSR1,
Transcription factors,ZNF268,
Transcription factors,ZNF317,
Transcription factors,ZNF487,
Transcription factors,ZNF879,
Transcription factors,ZNF75A,
Transcription factors,ATF6,
Transcription factors,TBX10,
Transcription factors,SCRT2,
Transcription factors,MYC,
Transcription factors,PGR,
Transcription factors,ZNF530,
Transcription factors,NR2C1,
Transcription factors,FOXL1,
Transcription factors,HES6,
Transcription factors,ZBTB45,
Transcription factors,CREBZF,
Transcription factors,ZBTB48,
Transcription factors,ZNF793,
Transcription factors,ZNF282,
Transcription factors,PAX6,
Transcription factors,NHLH2,
Transcription factors,ZFP3,
Transcription factors,ZNF558,
Transcription factors,ZNF687,
Transcription factors,ZSCAN2,
Transcription factors,HOXA7,
Transcription factors,ZNF331,
Transcription factors,ZBTB46,
Transcription factors,ZNF583,
Transcription factors,ZNF445,
Transcription factors,ZNF563,
Transcription factors,GRHL3,
Transcription factors,ZNF30,
Transcription factors,INSM2,
Transcription factors,ZMAT4,
Transcription factors,FOXM1,
Transcription factors,HHEX,
Transcription factors,ZNF606,
Transcription factors,ZNF143,
Transcription factors,ZFP37,
Transcription factors,ARID3A,
Transcription factors,PRDM1,
Transcription factors,ZBTB21,
Transcription factors,ZNF41,
Transcription factors,NOTO,
Transcription factors,PAX3,
Transcription factors,SP8,
Transcription factors,TGIF1,
Transcription factors,ZNF749,
Transcription factors,GTF2IRD1,
Transcription factors,ZKSCAN7,
Transcription factors,HIVEP1,
Transcription factors,POU3F4,
Transcription factors,HMG20A,
Transcription factors,HNF4A,
Transcription factors,ZNF782,
Transcription factors,GLI3,
Transcription factors,SIX1,
Transcription factors,ZNF205,
Transcription factors,ZNF543,
Transcription factors,TBP,
Transcription factors,ZNF462,
Transcription factors,FOXR2,
Transcription factors,UNCX,
Transcription factors,HOXD1,
Transcription factors,JUNB,
Transcription factors,GTF3A,
Transcription factors,ZNF112,
Transcription factors,ZIC2,
Transcription factors,IKZF3,
Transcription factors,TEAD3,
Transcription factors,THAP5,
Transcription factors,ATF7,
Transcription factors,FOXC2,
Transcription factors,CDX1,
Transcription factors,RBCK1,
Transcription factors,MBD6,
Transcription factors,TCF7L1,
Transcription factors,IRF9,
Transcription factors,OLIG2,
Transcription factors,ASCL2,
Transcription factors,ZNF747,
Transcription factors,ZNF211,
Transcription factors,ZNF146,
Transcription factors,TLX3,
Transcription factors,ZBTB49,
Transcription factors,GATA2,
Transcription factors,SNAPC5,
Transcription factors,FLYWCH1,
Transcription factors,ZNF714,
Transcription factors,INSM1,
Transcription factors,ZNF227,
Transcription factors,SKI,
Transcription factors,FOXG1,
Transcription factors,TBX21,
Transcription factors,HOXA4,
Transcription factors,ZNF7,
Transcription factors,FOXA1,
Transcription factors,MTERF1,
Transcription factors,GLI1,
Transcription factors,ZNF22,
Transcription factors,PURB,
Transcription factors,LHX4,
Transcription factors,ZNF76,
Transcription factors,ZKSCAN4,
Transcription factors,ZNF354B,
Transcription factors,TBXT,
Transcription factors,NR1D1,
Transcription factors,HES1,
Transcription factors,ZNF773,
Transcription factors,BNC2,
Transcription factors,KMT2A,
Transcription factors,ZNF625,
Transcription factors,ZNF786,
Transcription factors,ZNF154,
Transcription factors,CTCFL,
Transcription factors,VSX2,
Transcription factors,MYF6,
Transcription factors,ZNF277,
Transcription factors,THRA,
Transcription factors,ZBTB16,
Transcription factors,ZNF713,
Transcription factors,LHX1,
Transcription factors,NEUROG3,
Transcription factors,ZNF24,
Transcription factors,ZNF630,
Transcription factors,ZNF200,
Transcription factors,RELA,
Transcription factors,SOX12,
Transcription factors,CBLL2,
Transcription factors,DNMT1,
Transcription factors,NHLH1,
Transcription factors,ZNF416,
Transcription factors,ZIC3,
Transcription factors,ZNF513,
Transcription factors,SKIL,
Transcription factors,STAT6,
Transcription factors,NR3C1,
Transcription factors,FOXJ2,
Transcription factors,ZNF395,
Transcription factors,ZSCAN23,
Transcription factors,DLX5,
Transcription factors,ZBTB5,
Transcription factors,ZNF613,
Transcription factors,PPARD,
Transcription factors,DMTF1,
Transcription factors,KAT7,
Transcription factors,ZNF286A,
Transcription factors,ZNF302,
Transcription factors,HOXD12,
Transcription factors,ZNF347,
Transcription factors,ZBTB3,
Transcription factors,ZNF461,
Transcription factors,SOX2,
Transcription factors,HOXB7,
Transcription factors,SP140,
Transcription factors,ZBTB9,
Transcription factors,ZNF12,
Transcription factors,GSX1,
Transcription factors,ZNF500,
Transcription factors,ZNF551,
Transcription factors,SOX3,
Transcription factors,SMYD3,
Transcription factors,ZNF174,
Transcription factors,SP2,
Transcription factors,ZNF385B,
Transcription factors,NKRF,
Transcription factors,RARB,
Transcription factors,MXD4,
Transcription factors,HOXA10,
Transcription factors,ZBTB42,
Transcription factors,ZNF852,
Transcription factors,ZNF460,
Transcription factors,HOXC10,
Transcription factors,ZNF275,
Transcription factors,TFAP2C,
Transcription factors,NR1D2,
Transcription factors,DRGX,
Transcription factors,SCML4,
Transcription factors,ZNF704,
Transcription factors,MGA,
Transcription factors,ZNF141,
Transcription factors,PLSCR1,
Transcription factors,HES7,
Transcription factors,ASCL4,
Transcription factors,ZNF561,
Transcription factors,ZNF562,
Transcription factors,ZNF343,
Transcription factors,MAZ,
Transcription factors,ZNF449,
Transcription factors,ZNF567,
Transcription factors,TBX1,
Transcription factors,MXD3,
Transcription factors,PHOX2A,
Transcription factors,BSX,
Transcription factors,EVX1,
Transcription factors,ZNF2,
Transcription factors,RFX7,
Transcription factors,NCOA1,
Transcription factors,FOXJ1,
Transcription factors,MXD1,
Transcription factors,ZNF804B,
Transcription factors,PRR12,
Transcription factors,KLF2,
Transcription factors,FOXA3,
Transcription factors,ZNF79,
Transcription factors,FOXP3,
Transcription factors,NR2F6,
Transcription factors,ZNF385D,
Transcription factors,HOXC6,
Transcription factors,ZNF496,
Transcription factors,MAFA,
Transcription factors,BCL11A,
Transcription factors,ZNF780A,
Transcription factors,ZBTB11,
Transcription factors,ZNF276,
Transcription factors,VEZF1,
Transcription factors,TCF21,
Transcription factors,ZNF511,
Transcription factors,ETV4,
Transcription factors,FOXD1,
Transcription factors,SOX15,
Transcription factors,SIM1,
Transcription factors,ZNF8,
Transcription factors,NCOA3,
Transcription factors,MBD3,
Transcription factors,ZNF454,
Transcription factors,USF3,
Transcription factors,MSANTD3,
Transcription factors,ZNF589,
Transcription factors,ZNF670,
Transcription factors,TBPL1,
Transcription factors,PBX2,
Transcription factors,ZNF501,
Transcription factors,ZSCAN21,
Transcription factors,ZNF133,
Transcription factors,ZNF850,
Transcription factors,VAX2,
Transcription factors,ZNF366,
Transcription factors,FOXJ3,
Transcription factors,MESP1,
Transcription factors,ELK3,
Transcription factors,HMX1,
Transcription factors,HOXA2,
Transcription factors,CDX2,
Transcription factors,ZFP64,
Transcription factors,XBP1,
Transcription factors,ZNF214,
Transcription factors,NFXL1,
Transcription factors,PHF1,
Transcription factors,TBX20,
Transcription factors,PROP1,
Transcription factors,ZFX,
Transcription factors,GSX2,
Transcription factors,THAP9,
Transcription factors,FOXQ1,
Transcription factors,HOXC8,
Transcription factors,SKOR2,
Transcription factors,CPXCR1,
Transcription factors,NFYC,
Transcription factors,ZNF516,
Transcription factors,ZNF564,
Transcription factors,ZNF683,
Transcription factors,ZNF316,
Transcription factors,ETV7,
Transcription factors,ZNF484,
Transcription factors,NKX1-2,
Transcription factors,ZNF776,
Transcription factors,KLF5,
Transcription factors,FOXK2,
Transcription factors,ZNF81,
Transcription factors,ZNF221,
Transcription factors,PRDM12,
Transcription factors,ZBTB43,
Transcription factors,ZNF383,
Transcription factors,HBP1,
Transcription factors,ZNF568,
Transcription factors,ZNF410,
Transcription factors,EGR4,
Transcription factors,CAMTA2,
Transcription factors,ZNF729,
Transcription factors,ZNF385C,
Transcription factors,FOXD4,
Transcription factors,MBNL2,
Transcription factors,RBAK,
Transcription factors,ETV3L,
Transcription factors,ST18,
Transcription factors,ZNF732,
Transcription factors,MEOX1,
Transcription factors,ZSCAN5A,
Transcription factors,ZNF226,
Transcription factors,FOXD3,
Transcription factors,NRL,
Transcription factors,SOX4,
Transcription factors,ZNF319,
Transcription factors,SREBF1,
Transcription factors,ZNF423,
Transcription factors,PAX9,
Transcription factors,ZNF705D,
Transcription factors,SON,
Transcription factors,ZNF267,
Transcription factors,ZNF814,
Transcription factors,ZNF92,
Transcription factors,ZNF816,
Transcription factors,IKZF2,
Transcription factors,CENPA,
Transcription factors,ZNF506,
Transcription factors,FOSB,
Transcription factors,ZNF865,
Transcription factors,ZNF71,
Transcription factors,ZNF648,
Transcription factors,ZBTB40,
Transcription factors,ZNF701,
Transcription factors,IKZF4,
Transcription factors,SEBOX,
Transcription factors,FOXD4L4,
Transcription factors,ISL1,
Transcription factors,ZNF431,
Transcription factors,FOS,
Transcription factors,SNAPC4,
Transcription factors,HIVEP3,
Transcription factors,TFEB,
Transcription factors,HIF3A,
Transcription factors,CREB5,
Transcription factors,POU6F1,
Transcription factors,RORC,
Transcription factors,ZNF263,
Transcription factors,HOXD10,
Transcription factors,AEBP2,
Transcription factors,ZNF286B,
Transcription factors,PITX2,
Transcription factors,ZEB2,
Transcription factors,ZNF234,
Transcription factors,TCF12,
Transcription factors,NR4A2,
Transcription factors,TET3,
Transcription factors,ZNF442,
Transcription factors,DMBX1,
Transcription factors,PRDM6,
Transcription factors,SOX6,
Transcription factors,CGGBP1,
Transcription factors,ZBED6,
Transcription factors,ZFHX3,
Transcription factors,ZSCAN29,
Transcription factors,ZNF724,
Transcription factors,ZNF768,
Transcription factors,ZNF213,
Transcription factors,ZBTB20,
Transcription factors,LCOR,
Transcription factors,ZFP42,
Transcription factors,ZNF329,
Transcription factors,ZNF761,
Transcription factors,ZNF532,
Transcription factors,ZNF358,
Transcription factors,ZNF534,
Transcription factors,ZNF765,
Transcription factors,ZXDB,
Transcription factors,ZNF229,
Transcription factors,PRDM8,
Transcription factors,ZNF404,
Transcription factors,ZNF658,
Transcription factors,GBX1,
Transcription factors,ZNF718,
Transcription factors,ZNF708,
Transcription factors,PPARG,
Transcription factors,ZNF407,
Transcription factors,HAND2,
Transcription factors,PATZ1,
Transcription factors,TBX18,
Transcription factors,GLI2,
Transcription factors,ZNF83,
Transcription factors,AKNA,
Transcription factors,ZNF559,
Transcription factors,HNF4G,
Transcription factors,KMT2B,
Transcription factors,FOXP2,
Transcription factors,ZNF709,
Transcription factors,JRK,
Transcription factors,ELF2,
Transcription factors,PURA,
Transcription factors,FOXD4L3,
Transcription factors,ZNF177,
Transcription factors,PROX2,
Transcription factors,ZNF610,
Transcription factors,NR1H3,
Transcription factors,ZSCAN5B,
Transcription factors,PCGF2,
Transcription factors,ZNF680,
Transcription factors,SP100,
Transcription factors,ZNF799,
Transcription factors,ESRRG,
Transcription factors,ZNF609,
Transcription factors,ZNF207,
Transcription factors,ZNF875,
Transcription factors,ZNF888,
Transcription factors,ZNF596,
Transcription factors,E2F3,
Transcription factors,ZNF124,
Transcription factors,FOXN3,
Transcription factors,TFDP2,
Transcription factors,KDM2A,
Transcription factors,ASCL1,
Transcription factors,ZNF705E,
Transcription factors,ASCL5,
Transcription factors,SOX5,
Transcription factors,FOXD4L1,
Transcription factors,ZNF525,
Transcription factors,LHX8,
Transcription factors,NANOG,
Transcription factors,ZNF492,
Transcription factors,TAL2,
Transcription factors,GLMP,
Transcription factors,ZNF540,
Transcription factors,ZNF541,
Transcription factors,ZFAT,
Transcription factors,ZNF705G,
Transcription factors,TBX4,
Transcription factors,ZNF675,
Transcription factors,HIC2,
Transcription factors,GCM2,
Transcription factors,ZFP57,
Transcription factors,HLF,
Transcription factors,ZNF341,
Transcription factors,MYRFL,
Transcription factors,ZNF37A,
Transcription factors,HSFY2,
Transcription factors,ZNF479,
Transcription factors,ZNF595,
Transcription factors,LHX6,
Transcription factors,ZNF853,
Transcription factors,JAZF1,
Transcription factors,ZNF552,
Transcription factors,RREB1,
Transcription factors,FOXD4L6,
Transcription factors,ZSCAN32,
Transcription factors,TGIF2LX,
Transcription factors,ZNF679,
Transcription factors,ZNF699,
Transcription factors,ZNF581,
Transcription factors,SCX,
Transcription factors,ZIC4,
Transcription factors,ZNF232,
Transcription factors,TCF20,
Transcription factors,POU6F2,
Transcription factors,ZNF443,
Transcription factors,RARG,
Transcription factors,ZNF488,
Transcription factors,ZNF845,
Transcription factors,MEF2C,
Transcription factors,SP3,
Transcription factors,ZNF33B,
Transcription factors,PRDM9,
Transcription factors,ZNF117,
Transcription factors,TFDP3,
Transcription factors,L3MBTL1,
